Symbol,Date,Open,High,Low,Close,Volume
AAME,19-May-2011,2.04,2.05,2.04,2.05,700
AAON,19-May-2011,9.9733,9.9733,9.6,9.7393,28600
AAPL,19-May-2011,48.8643,48.9157,48.3814,48.6471,9327300
AAWW,19-May-2011,62.56,64.53,62.5,64.36,203100
AAXJ,19-May-2011,63.2,63.2,62.69,63.09,398700
ABAX,19-May-2011,28.65,31.62,28.65,31.44,429900
ABCB,19-May-2011,9.07,9.13,9.02,9.04,33800
ABCD,19-May-2011,3.08,3.11,3.04,3.08,12100
ABIO,19-May-2011,92.4,95.76,88.2,91.14,712000
ABMD,19-May-2011,18,18.15,17.49,17.78,421500
ACAD,19-May-2011,2.04,2.12,1.97,2.02,646500
ACET,19-May-2011,7.17,7.22,7.01,7.12,93900
ACFC,19-May-2011,9.25,9.25,9.15,9.15,1400
ACGL,19-May-2011,34.53,34.63,34.32,34.44,505500
ACHN,19-May-2011,5.17,5.44,5.17,5.36,671200
ACIW,19-May-2011,10.4267,10.52,10.35,10.46,256000
ACLS,19-May-2011,7.44,7.44,7.24,7.24,562800
ACMR,19-May-2011,2.67,2.73,2.42,2.55,27800
ACNB,19-May-2011,15.65,15.74,15.36,15.5,6800
ACOR,19-May-2011,26.75,26.97,26.11,26.71,538700
ACRX,19-May-2011,3.99,4.22,3.95,4.19,58000
ACTG,19-May-2011,39,39.3,38.58,39.03,400500
ACWI,19-May-2011,49.1,49.21,48.82,49.19,229400
ACWX,19-May-2011,45.64,45.75,45.36,45.69,72600
ACXM,19-May-2011,13.55,13.86,13.41,13.81,505400
ADBE,19-May-2011,34.96,35.51,34.87,35.41,4252800
ADES,19-May-2011,4.385,4.485,4.075,4.16,45800
ADI,19-May-2011,42.88,42.88,42.01,42.31,6324700
ADP,19-May-2011,47.8138,48.1651,47.5504,47.6294,2872000
ADRA,19-May-2011,27.58,27.81,27.55,27.6,14400
ADRD,19-May-2011,22.65,22.65,22.61,22.65,600
ADRE,19-May-2011,45.93,45.96,45.5,45.76,27600
ADRU,19-May-2011,22.54,22.54,22.54,22.54,400
ADSK,19-May-2011,44.72,45,44.07,44.39,2442500
ADTN,19-May-2011,42.09,42.34,41.66,42.21,502400
ADUS,19-May-2011,5.99,6.09,5.96,6.09,69300
AEHR,19-May-2011,1.55,1.62,1.55,1.6,4700
AEIS,19-May-2011,14.91,15.05,14.59,14.65,427200
AETI,19-May-2011,3.1,3.15,3.01,3.13,8600
AEY,19-May-2011,2.7,2.73,2.7,2.72,19800
AEZS,19-May-2011,1278,1302,1248,1278,1447900
AFAM,19-May-2011,31.92,32.07,31.63,31.78,43400
AFSI,19-May-2011,10.46,10.615,10.4,10.565,212000
AGEN,19-May-2011,1,1.04,0.95,0.98,4751300
