Symbol,Date,Open,High,Low,Close,Volume
AAME,06-Jan-2011,2.23,2.23,2.1,2.1,600
AAON,06-Jan-2011,8.3497,8.3674,8.2222,8.2755,31800
AAPL,06-Jan-2011,47.8157,47.8929,47.5571,47.6757,10729500
AAWW,06-Jan-2011,53.96,54.23,53.21,53.21,180800
AAXJ,06-Jan-2011,64.4,64.6,64.09,64.28,1076500
ABAX,06-Jan-2011,26.18,26.34,25.3,25.45,204600
ABCB,06-Jan-2011,11.04,11.2,10.9,11.1,32500
ABCD,06-Jan-2011,3.42,3.44,3.26,3.4,24700
ABIO,06-Jan-2011,136.5,140.28,134.82,136.5,22100
ABMD,06-Jan-2011,9.9,10.05,9.9,10.05,98800
ACAD,06-Jan-2011,1.21,1.21,1.15,1.19,534000
ACET,06-Jan-2011,9.28,9.3,9,9.07,133800
ACFC,06-Jan-2011,1.76,1.76,1.76,1.76,200
ACGL,06-Jan-2011,28.6633,29.3333,28.6633,28.96,406500
ACHN,06-Jan-2011,3.81,4.14,3.81,4.14,146400
ACIW,06-Jan-2011,8.9467,8.9733,8.8267,8.8633,80700
ACLS,06-Jan-2011,13.36,13.4,12.76,13.08,1944500
ACMR,06-Jan-2011,2.55,2.66,2.47,2.47,48900
ACNB,06-Jan-2011,15.27,15.28,15.27,15.27,400
ACOR,06-Jan-2011,28.69,28.69,27.76,27.98,802800
ACTG,06-Jan-2011,26.55,26.88,26.15,26.61,224700
ACWI,06-Jan-2011,47.16,47.16,46.66,46.81,1656200
ACWX,06-Jan-2011,44.15,44.16,43.6,43.74,324200
ACXM,06-Jan-2011,17.54,17.62,17.16,17.23,390700
ADBE,06-Jan-2011,32.13,32.29,31.88,32.27,6231700
ADES,06-Jan-2011,5.53,5.88,5.515,5.82,46800
ADI,06-Jan-2011,37.75,38.13,37.56,37.81,2987100
ADP,06-Jan-2011,41.7385,42.1509,41.6594,42.1422,3301600
ADRA,06-Jan-2011,28.7,28.75,28.51,28.53,3900
ADRD,06-Jan-2011,21.65,21.65,21.34,21.38,8200
ADRE,06-Jan-2011,48.1,48.28,47.82,47.82,60000
ADRU,06-Jan-2011,20.89,21.05,20.74,20.76,2600
ADSK,06-Jan-2011,41.16,41.39,40.91,41.26,2867700
ADTN,06-Jan-2011,37.88,39.48,37.68,38.93,2910500
ADUS,06-Jan-2011,4.75,4.86,4.7,4.76,54300
AEHR,06-Jan-2011,1.25,1.25,1.1,1.2,47500
AEIS,06-Jan-2011,13.41,13.6,13.26,13.32,381200
AETI,06-Jan-2011,2.2,2.2,1.9,2.12,97000
AEY,06-Jan-2011,3.12,3.18,3.12,3.17,10300
AEZS,06-Jan-2011,1080,1080,1038,1044,665900
AFAM,06-Jan-2011,40.07,40.19,39.37,39.65,55800
AFSI,06-Jan-2011,8.925,8.94,8.79,8.79,104700
AGEN,06-Jan-2011,1.14,1.14,1.06,1.06,858600
AGII,06-Jan-2011,37,37.07,36.43,36.5,104500
AGNC,06-Jan-2011,28.9,29.28,28.88,29.23,1836800
AGYS,06-Jan-2011,5.54,5.55,5.38,5.4,104900
AHGP,06-Jan-2011,48.77,49.38,48.61,48.72,21300
AHPI,06-Jan-2011,4.11,4.43,4.1,4.38,2200
AIMC,06-Jan-2011,20.9,21.2,20.76,20.87,157400
AINV,06-Jan-2011,11.5,11.54,11.36,11.38,1319000
AIRT,06-Jan-2011,10,10.05,9.87,9.94,2900
AKAM,06-Jan-2011,48.96,49.33,48.3,48.45,2397300
AKRX,06-Jan-2011,5.8,5.87,5.69,5.72,488900
ALCO,06-Jan-2011,24.51,24.78,24.5,24.78,1600
ALGN,06-Jan-2011,19.83,20,19.43,19.59,531400
ALGT,06-Jan-2011,52.08,52.24,50.45,50.57,90300
ALIM,06-Jan-2011,10.68,10.75,10.5,10.68,33900
ALKS,06-Jan-2011,12.46,12.49,12.33,12.46,284800
ALLT,06-Jan-2011,11.2,11.84,11.09,11.68,175800
ALNY,06-Jan-2011,10.49,10.57,10.24,10.28,505800
ALOG,06-Jan-2011,50.89,51.32,50.6,50.85,40600
ALOT,06-Jan-2011,7.57,7.57,7.57,7.57,0
ALRN,06-Jan-2011,2.37,2.44,2.37,2.44,300
ALSK,06-Jan-2011,11.04,11.15,10.49,10.49,983500
ALTR,06-Jan-2011,35.98,36.45,35.95,36.33,4243000
ALXN,06-Jan-2011,41.45,41.72,41,41.28,465500
AMAG,06-Jan-2011,18.1,19.47,18.07,18.2,607100
AMAT,06-Jan-2011,13.82,14.1,13.8,13.89,18942200
AMCN,06-Jan-2011,7.42,7.51,7.12,7.18,238700
AMD,06-Jan-2011,8.92,8.94,8.67,8.69,21206600
AMED,06-Jan-2011,35.08,35.24,34.86,35.03,322100
AMGN,06-Jan-2011,56.53,57.18,56.07,56.55,3561300
AMKR,06-Jan-2011,7.38,7.64,7.38,7.59,1461200
AMNB,06-Jan-2011,23.39,23.72,23.2,23.72,11100
AMOT,06-Jan-2011,7.3,7.3,6.93,6.99,30500
AMRB,06-Jan-2011,6.16,6.22,6.1,6.22,1900
AMRN,06-Jan-2011,8.22,8.67,8.2,8.59,9626100
AMRS,06-Jan-2011,416.25,418.8,410.25,414.45,43900
AMSC,06-Jan-2011,288.1,288.5,281.9,282.2,777600
AMSF,06-Jan-2011,18.37,18.57,18.12,18.27,186000
AMSWA,06-Jan-2011,6.93,6.94,6.75,6.81,28900
AMTD,06-Jan-2011,19.43,19.97,19.31,19.82,7716600
AMWD,06-Jan-2011,22.72,23.89,22.5,23.42,13300
AMZN,06-Jan-2011,186.5,187.41,185.25,185.86,3179600
ANAT,06-Jan-2011,88.5,88.57,87.83,87.93,5700
ANCX,06-Jan-2011,6.5,6.52,6.5,6.52,600
ANDE,06-Jan-2011,25.48,25.7667,25.0867,25.4933,206700
ANGO,06-Jan-2011,16,16.23,15.9,16.05,254500
ANIK,06-Jan-2011,6.68,6.78,6.68,6.75,7200
ANSS,06-Jan-2011,53.34,53.82,53.05,53.27,424500
ANTH,06-Jan-2011,347.52,349.44,341.76,346.88,106300
AOSL,06-Jan-2011,13.65,13.98,13.42,13.96,84500
APEI,06-Jan-2011,37.93,39.39,37.7,39.31,173600
APOG,06-Jan-2011,14.07,14.23,14,14.1,252400
APRI,06-Jan-2011,36.2,36.5,34,35.4,353000
ARAY,06-Jan-2011,6.88,6.91,6.81,6.88,163900
ARCC,06-Jan-2011,16.73,16.83,16.56,16.63,904800
ARCI,06-Jan-2011,3.26,3.28,3.15,3.26,3500
ARCW,06-Jan-2011,1.124,1.124,1.124,1.124,0
AREX,06-Jan-2011,23.44,23.92,23.35,23.91,129200
ARII,06-Jan-2011,20.45,20.86,19.94,20.29,61000
ARKR,06-Jan-2011,14.52,14.74,14.52,14.74,1900
ARLP,06-Jan-2011,34.475,34.71,33.79,34.395,147800
ARNA,06-Jan-2011,21.2,21.8,20.5,21.1,7190100
AROW,06-Jan-2011,27.45,27.45,26.78,26.88,18200
ARQL,06-Jan-2011,6.01,6.09,5.85,6,148900
ARRS,06-Jan-2011,11.6,11.63,11.42,11.52,1101300
ARRY,06-Jan-2011,3.13,3.27,3.13,3.26,444600
ARTNA,06-Jan-2011,19.12,19.25,18.9,18.92,15200
ARTW,06-Jan-2011,11.42,11.69,11.21,11.39,26100
ARTX,06-Jan-2011,1.7,1.73,1.7,1.7,16500
ARWR,06-Jan-2011,0.96,0.98,0.94,0.95,57300
ASCMA,06-Jan-2011,38.84,39.2,38.6,39.11,73600
ASFI,06-Jan-2011,8.45,8.59,8.26,8.33,22000
ASML,06-Jan-2011,36.43,36.73,35.85,36.32,3979500
ASNA,06-Jan-2011,12.8,13.15,12.65,12.89,770800
ASPS,06-Jan-2011,29.07,29.15,28.8,29.12,51200
ASRV,06-Jan-2011,1.71,1.77,1.69,1.74,22500
ASRVP,06-Jan-2011,23.6,23.6,23.6,23.6,0
ASTC,06-Jan-2011,1.12,1.16,1.12,1.16,54700
ASTE,06-Jan-2011,33.65,34.1,32.44,32.89,189600
ASUR,06-Jan-2011,2,2.0533,1.8933,2.0133,9500
ASYS,06-Jan-2011,25.21,25.98,25.01,25.06,128600
ATAI,06-Jan-2011,3.75,3.9,3.74,3.84,11500
ATAX,06-Jan-2011,5.37,5.38,5.3,5.31,89100
ATEC,06-Jan-2011,31.56,32.64,31.32,32.04,489500
ATHN,06-Jan-2011,41.76,42.17,41.31,41.38,271300
ATHX,06-Jan-2011,2.7,2.71,2.63,2.63,37200
ATLO,06-Jan-2011,20.96,21,20.81,21,2800
ATNI,06-Jan-2011,38.76,39.53,38.6,39.26,105400
ATRC,06-Jan-2011,10.8,10.86,10.7,10.82,62800
ATRI,06-Jan-2011,181.55,183.47,181.55,183.45,1000
ATRO,06-Jan-2011,18.5417,18.8417,18.5333,18.75,17600
ATSG,06-Jan-2011,7.99,8.03,7.77,7.82,156300
ATVI,06-Jan-2011,12.31,12.34,12.14,12.26,4387600
AUBN,06-Jan-2011,20.66,20.66,20,20,400
AUDC,06-Jan-2011,6.71,7.18,6.65,7.16,430700
AVAV,06-Jan-2011,29.32,29.38,28.94,29.04,158600
AVEO,06-Jan-2011,14.77,14.83,14.71,14.83,38400
AVGO,06-Jan-2011,28.04,28.53,27.77,28.52,959700
AVID,06-Jan-2011,17.24,17.47,17.16,17.35,109900
AVNW,06-Jan-2011,63,63.36,62.16,62.76,346900
AWRE,06-Jan-2011,3,3.05,2.98,3.05,13000
AXAS,06-Jan-2011,4.66,4.7,4.33,4.36,911500
AXTI,06-Jan-2011,10.34,10.46,10.18,10.37,316100
AZPN,06-Jan-2011,13.11,13.15,13.01,13.12,310500
BABY,06-Jan-2011,13.97,14.16,13.83,13.92,79200
BANF,06-Jan-2011,42.36,42.36,41.67,42.21,14100
BANFP,06-Jan-2011,27.8,27.8,27.8,27.8,0
BANR,06-Jan-2011,15.54,15.68,15.4,15.4,811200
BASI,06-Jan-2011,2.15,2.58,2.15,2.45,40600
BBBY,06-Jan-2011,48.9,48.99,48.3,48.84,3000500
BBGI,06-Jan-2011,6,6,5.77,5.78,3000
BBOX,06-Jan-2011,38.93,39.45,38.29,38.99,99800
BBRG,06-Jan-2011,18.74,18.94,18.22,18.46,176100
BBSI,06-Jan-2011,15.02,15.2,15,15.11,18200
BCBP,06-Jan-2011,10.36,10.36,10.36,10.36,100
BCOM,06-Jan-2011,38.4,38.4,38.4,38.4,0
BCPC,06-Jan-2011,34.78,36,34.75,35.61,130700
BCRX,06-Jan-2011,5.22,5.28,5.17,5.22,133400
BDGE,06-Jan-2011,25.4,25.42,24.93,25.39,9100
BDSI,06-Jan-2011,3.67,3.7,3.61,3.65,163600
BEAT,06-Jan-2011,4.92,4.99,4.83,4.89,101800
BECN,06-Jan-2011,18.09,18.23,18.04,18.16,223800
BELFA,06-Jan-2011,26.07,26.07,26.05,26.05,200
BELFB,06-Jan-2011,24.39,24.39,23.87,24.05,31000
BFIN,06-Jan-2011,9.99,9.99,9.72,9.76,17000
BGCP,06-Jan-2011,8.58,8.58,8.35,8.37,376600
BGFV,06-Jan-2011,15.69,15.69,15.19,15.43,60000
BIB,06-Jan-2011,7.7625,7.785,7.7625,7.785,1500
BICK,06-Jan-2011,33.44,33.44,32.87,33.05,54700
BIDU,06-Jan-2011,105.04,106.16,103.52,105.16,8623100
BIIB,06-Jan-2011,61.3828,62.3684,61.3736,61.9539,1558900
BIOC,06-Jan-2011,13.56,13.65,13.38,13.47,2400
BIOS,06-Jan-2011,5.5,5.52,5.31,5.4,218800
BIS,06-Jan-2011,203.2,203.2,196.72,196.72,200
BJRI,06-Jan-2011,33.02,34.39,32.84,33.63,387000
BKCC,06-Jan-2011,11.51,11.56,11.4,11.43,341800
BKMU,06-Jan-2011,4.91,5.01,4.88,4.97,200600
BKSC,06-Jan-2011,11.31,11.66,11.31,11.66,200
BLDP,06-Jan-2011,1.7,1.7,1.61,1.65,369400
BLDR,06-Jan-2011,2.01,2.01,1.9,1.96,107900
BLIN,06-Jan-2011,7.35,7.55,7.05,7.55,13000
BLKB,06-Jan-2011,26.5,26.76,26.38,26.6,111100
BMRC,06-Jan-2011,35.07,35.07,34.78,34.9,3000
BMRN,06-Jan-2011,26.8,27,26.54,26.94,554900
BMTC,06-Jan-2011,17.76,17.78,17.45,17.69,10200
BNCL,06-Jan-2011,9.13,9.13,9.07,9.12,120600
BNSO,06-Jan-2011,1.41,1.41,1.41,1.41,0
BOBE,06-Jan-2011,32.53,33.07,32.32,32.61,97900
BOCH,06-Jan-2011,4.4,4.4,4.25,4.25,13200
BOFI,06-Jan-2011,3.83,3.87,3.83,3.87,22400
BOKF,06-Jan-2011,54.69,55.33,54.34,54.37,69900
BOOM,06-Jan-2011,22.4,22.44,21.81,22,86500
BOSC,06-Jan-2011,7.04,7.04,6.48,6.8,3000
BPFH,06-Jan-2011,6.95,7.08,6.91,6.97,454800
BPOP,06-Jan-2011,31.9,32,31.2,31.3,8663700
BPOPM,06-Jan-2011,19.99,19.99,19.99,19.99,0
BPOPN,06-Jan-2011,20.99,20.99,20.95,20.99,2500
BRID,06-Jan-2011,13.8,13.92,13.69,13.92,400
BRKL,06-Jan-2011,10.99,10.99,10.78,10.88,247400
BRKR,06-Jan-2011,16.17,16.47,16.02,16.2,546600
BRKS,06-Jan-2011,8.9,9.13,8.9,9.05,434900
BSET,06-Jan-2011,4.26,4.26,4.23,4.23,3200
BSFT,06-Jan-2011,28,30.15,27.55,28.86,616000
BSPM,06-Jan-2011,58.38,58.59,56.28,57.96,155700
BSQR,06-Jan-2011,10.35,10.85,10.03,10.37,493900
BSRR,06-Jan-2011,10.62,10.98,10.62,10.98,43900
BSTC,06-Jan-2011,25.43,26.31,25.43,25.74,5000
BUSE,06-Jan-2011,4.75,4.77,4.67,4.76,97300
BVSN,06-Jan-2011,12.06,12.2,12.06,12.06,900
BWEN,06-Jan-2011,23.5,23.7,22.7,23.3,768600
BWINA,06-Jan-2011,23.15,23.15,23.15,23.15,0
BWINB,06-Jan-2011,24.25,24.25,24.03,24.13,4100
BWLD,06-Jan-2011,45.29,45.93,45,45.58,229200
BYFC,06-Jan-2011,2.42,2.46,2.42,2.46,900
CA,06-Jan-2011,24.69,24.76,24.49,24.72,2645000
CAAS,06-Jan-2011,13.89,13.89,13.57,13.59,127700
CAC,06-Jan-2011,36.62,37.66,35.76,36.14,35500
CACC,06-Jan-2011,62.88,63.24,62.57,63.02,11400
CADC,06-Jan-2011,62.04,64.68,61.2,63.12,258400
CAKE,06-Jan-2011,31.91,32.25,30.97,31.1,1347300
CALD,06-Jan-2011,5.35,5.76,5.27,5.63,639400
CALI,06-Jan-2011,18.6,18.9,18.48,18.54,21200
CALL,06-Jan-2011,11.76,12.8,11.505,12.245,103600
CALM,06-Jan-2011,14.75,14.825,14.43,14.55,171500
CAMP,06-Jan-2011,2.85,3.03,2.84,3,81700
CAMT,06-Jan-2011,2.98,3.1,2.97,3.08,23400
