Symbol,Date,Open,High,Low,Close,Volume
AAME,19-Jan-2010,1.24,1.39,1.15,1.39,15300
AAON,19-Jan-2010,5.6681,5.8311,5.6089,5.7126,126200
AAPL,19-Jan-2010,29.7614,30.7414,29.6057,30.72,26071600
AAWW,19-Jan-2010,39.34,40.22,39.03,39.58,478000
AAXJ,19-Jan-2010,57.24,57.94,57.18,57.94,296000
ABAX,19-Jan-2010,25.63,26.08,25.37,25.9,102100
ABCB,19-Jan-2010,8.09,8.65,8.09,8.63,83800
ABCD,19-Jan-2010,4.06,4.09,3.9,4.05,49200
ABIO,19-Jan-2010,133.56,135.66,128.52,132.3,42400
ABMD,19-Jan-2010,8.09,8.36,8.09,8.35,181200
ACAD,19-Jan-2010,1.43,1.46,1.36,1.39,585200
ACET,19-Jan-2010,5.31,5.76,5.3,5.74,716600
ACFC,19-Jan-2010,1.36,1.45,1.28,1.45,6900
ACGL,19-Jan-2010,23.5733,24.0767,23.5733,24.0367,447100
ACHN,19-Jan-2010,2.66,2.81,2.58,2.68,400000
ACIW,19-Jan-2010,5.5233,5.63,5.4633,5.63,92700
ACLS,19-Jan-2010,6.28,6.44,6.08,6.28,495300
ACMR,19-Jan-2010,3.32,3.34,3.07,3.16,139800
ACOR,19-Jan-2010,25.41,26.2,25.31,26.02,740800
ACTG,19-Jan-2010,9.06,9.33,9.05,9.15,165200
ACWI,19-Jan-2010,43.2,43.82,43.01,43.82,203600
ACWX,19-Jan-2010,42.1,42.59,42.04,42.58,402400
ACXM,19-Jan-2010,13.82,14.53,13.82,14.53,471300
ADBE,19-Jan-2010,35.87,37.02,35.81,36.95,5964000
ADES,19-Jan-2010,3.32,3.365,3.25,3.32,12700
ADI,19-Jan-2010,29.03,29.55,29.02,29.47,3906700
ADP,19-Jan-2010,37.0238,37.691,36.8745,37.6733,2574000
ADRA,19-Jan-2010,26.77,27.18,26.77,27.18,9800
ADRD,19-Jan-2010,21.91,22.26,21.91,22.21,16800
ADRE,19-Jan-2010,44.28,44.71,44.13,44.59,99200
ADRU,19-Jan-2010,21.56,21.76,21.55,21.76,500
ADSK,19-Jan-2010,26.11,26.43,25.88,26.17,2395000
ADTN,19-Jan-2010,23,23,22.65,22.87,1868900
ADUS,19-Jan-2010,9.41,9.72,9.19,9.72,65200
AEHR,19-Jan-2010,1.31,1.89,1.31,1.86,267600
AEIS,19-Jan-2010,15.69,16.01,15.61,15.87,550100
AETI,19-Jan-2010,2.4,2.4,2.36,2.39,1700
AEY,19-Jan-2010,2.01,2.08,2,2.08,94600
AEZS,19-Jan-2010,504,510,480,498,251100
AFAM,19-Jan-2010,38.51,40.07,38.5,39.94,100200
AFSI,19-Jan-2010,6.195,6.195,6.07,6.11,140600
AGEN,19-Jan-2010,0.95,1.06,0.9,0.9,1442400
AGII,19-Jan-2010,27.14,27.41,26.86,27.4,172500
AGNC,19-Jan-2010,26.45,26.55,26.35,26.36,407400
AGYS,19-Jan-2010,9.01,9.69,9.01,9.68,162700
AHGP,19-Jan-2010,28.07,28.81,27.96,28.26,39000
AHPI,19-Jan-2010,5,5.26,5,5.26,3400
AIMC,19-Jan-2010,12.43,13.1,12.43,13.01,141500
AINV,19-Jan-2010,11.12,11.39,11.1,11.36,1507200
AIRT,19-Jan-2010,11.35,11.37,10.5,10.91,37100
AKAM,19-Jan-2010,26.51,27.27,26.43,27.22,6514300
AKRX,19-Jan-2010,1.75,1.78,1.72,1.75,419100
ALCO,19-Jan-2010,26.01,26.56,25.77,26.18,24600
ALGN,19-Jan-2010,16.95,17.35,16.95,17.34,492100
ALGT,19-Jan-2010,50.49,51.36,50.22,51.19,336600
ALKS,19-Jan-2010,10.76,11.15,10.76,11.09,1402500
ALLT,19-Jan-2010,4.21,4.42,4.21,4.42,17600
ALNY,19-Jan-2010,17.51,18.16,17.5,18.16,176000
ALOG,19-Jan-2010,39.35,39.99,39.31,39.48,37200
ALOT,19-Jan-2010,7.66,7.66,7.5,7.51,2400
ALSK,19-Jan-2010,7.82,8,7.72,8,639700
ALTR,19-Jan-2010,21.47,21.87,21.47,21.75,4577500
ALXN,19-Jan-2010,23.82,23.99,23.575,23.815,587200
AMAG,19-Jan-2010,49.56,50.31,49.2,49.99,358900
AMAT,19-Jan-2010,13.77,14.02,13.75,13.97,14621400
AMCN,19-Jan-2010,8.58,8.6,8.34,8.56,42800
AMD,19-Jan-2010,8.84,9.21,8.84,9.01,24875600
AMED,19-Jan-2010,53.48,57.88,53.01,57.82,2379800
AMGN,19-Jan-2010,56.41,57.75,56.24,57.55,8570000
AMKR,19-Jan-2010,6.63,6.85,6.63,6.77,1923400
AMNB,19-Jan-2010,20.47,21.82,20.47,21.36,72400
AMOT,19-Jan-2010,2.5,2.78,2.5,2.61,4400
AMPH,19-Jan-2010,21.9,22.4,21.9,22.31,11700
AMRB,19-Jan-2010,8.25,8.5,8.1,8.24,271700
AMRN,19-Jan-2010,1.44,1.44,1.41,1.43,12300
AMSC,19-Jan-2010,401.5,411.2,395.6,410,713900
AMSF,19-Jan-2010,16.86,17.06,16.79,16.94,136900
AMSWA,19-Jan-2010,5.96,6.13,5.95,6.13,60700
AMTD,19-Jan-2010,18.55,19.29,18.26,18.93,8854900
AMWD,19-Jan-2010,19.35,20.35,19.35,19.98,16200
AMZN,19-Jan-2010,126.2,128,124.33,127.61,8900100
ANAT,19-Jan-2010,116.52,118.48,114.19,118,16500
ANCX,19-Jan-2010,6,6,5.69,5.9,4400
ANDE,19-Jan-2010,17.6467,18,17.4467,17.94,134300
ANGO,19-Jan-2010,17.09,17.3,16.9,17.22,226900
